"","Units","scenario","region","sector","output","year","value","rundate"
"177","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,37.7100627,2024-02-05 13:29:59
"178","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,39.105032,2024-02-05 13:29:59
"179","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,40.321255,2024-02-05 13:29:59
"180","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,41.3461505,2024-02-05 13:29:59
"181","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,42.1829285,2024-02-05 13:29:59
"182","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,42.8638545,2024-02-05 13:29:59
"183","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,43.3638711,2024-02-05 13:29:59
"184","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,43.6849612,2024-02-05 13:29:59
"185","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,43.8514936,2024-02-05 13:29:59
"186","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,43.9214188,2024-02-05 13:29:59
"187","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,43.9120196,2024-02-05 13:29:59
"188","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,43.8241049,2024-02-05 13:29:59
"189","Pcal","Reference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,43.663199,2024-02-05 13:29:59
"190","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",1990,15.9662841,2024-02-05 13:29:59
"191","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2005,16.558437,2024-02-05 13:29:59
"192","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2010,20.962009,2024-02-05 13:29:59
"193","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2015,19.542953,2024-02-05 13:29:59
"194","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2020,20.31012,2024-02-05 13:29:59
"195","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2025,20.7736,2024-02-05 13:29:59
"196","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2030,21.18382,2024-02-05 13:29:59
"197","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2035,21.54176,2024-02-05 13:29:59
"198","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2040,21.85328,2024-02-05 13:29:59
"199","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2045,22.0836,2024-02-05 13:29:59
"200","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2050,22.23474,2024-02-05 13:29:59
"201","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2055,22.30287,2024-02-05 13:29:59
"202","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2060,22.29066,2024-02-05 13:29:59
"203","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2065,22.2245,2024-02-05 13:29:59
"204","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2070,22.09243,2024-02-05 13:29:59
"205","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2075,21.90093,2024-02-05 13:29:59
"206","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2080,21.65543,2024-02-05 13:29:59
"207","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2085,21.38627,2024-02-05 13:29:59
"208","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2090,21.09942,2024-02-05 13:29:59
"209","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2095,20.7959,2024-02-05 13:29:59
"210","Pcal","Reference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2100,20.47918,2024-02-05 13:29:59
"211","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,13.657997,2024-02-05 13:29:59
"212","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,15.97999,2024-02-05 13:29:59
"213","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,19.95988,2024-02-05 13:29:59
"214","Pcal","Reference","Australia_NZ","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,22.608971,2024-02-05 13:29:59
